School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Figueroa High School,District,1884411,2949,Richard Gonzalez,9th,82,80
Figueroa High School,District,1884411,2949,Elizabeth May,11th,67,90
Figueroa High School,District,1884411,2949,John Leonard,12th,84,82
Figueroa High School,District,1884411,2949,Ryan Ayers,11th,93,63
Figueroa High School,District,1884411,2949,Kathleen Guerrero,9th,88,98
Figueroa High School,District,1884411,2949,Michael Garner,9th,96,83
Figueroa High School,District,1884411,2949,Linda Stephens,10th,94,73
Figueroa High School,District,1884411,2949,Mr. David Smith,10th,86,90
Figueroa High School,District,1884411,2949,Lauren Allen,9th,82,78
Figueroa High School,District,1884411,2949,Michael Diaz,9th,57,68
Figueroa High School,District,1884411,2949,Jennifer Petersen,11th,69,87
Figueroa High School,District,1884411,2949,Kristina Patterson,10th,90,72
Figueroa High School,District,1884411,2949,Ethan Miller,11th,80,78
Figueroa High School,District,1884411,2949,Angela Williams,11th,73,67
Figueroa High School,District,1884411,2949,Jennifer Knight,12th,77,75
Figueroa High School,District,1884411,2949,Travis Nolan,10th,55,80
Figueroa High School,District,1884411,2949,Kevin Mayer,9th,55,83
Figueroa High School,District,1884411,2949,David Frey,10th,84,65
Figueroa High School,District,1884411,2949,Cynthia Diaz,11th,59,78
Figueroa High School,District,1884411,2949,Lucas Diaz,10th,55,96
Figueroa High School,District,1884411,2949,Sara Chan,10th,92,70
Figueroa High School,District,1884411,2949,Jerry Lawson,12th,96,88
Figueroa High School,District,1884411,2949,Dylan Webb,10th,82,96
Figueroa High School,District,1884411,2949,Adam Carroll,10th,66,78
Figueroa High School,District,1884411,2949,Donna Kelley,11th,99,88
Figueroa High School,District,1884411,2949,Virginia Copeland,12th,90,84
Figueroa High School,District,1884411,2949,Jennifer Ramirez,9th,93,78
Figueroa High School,District,1884411,2949,Wesley Duran,9th,80,84
Figueroa High School,District,1884411,2949,Haley Thompson,12th,79,70
Figueroa High School,District,1884411,2949,Tristan Vega,11th,86,70
Figueroa High School,District,1884411,2949,Jorge Beck,9th,71,81
Figueroa High School,District,1884411,2949,Brian Pitts Jr.,10th,80,77
Figueroa High School,District,1884411,2949,Jessica Cook,9th,60,95
Figueroa High School,District,1884411,2949,Kayla Small,11th,69,87
Figueroa High School,District,1884411,2949,Elizabeth Dixon,12th,91,95
Figueroa High School,District,1884411,2949,Rebecca Taylor,10th,67,77
Figueroa High School,District,1884411,2949,Kenneth Cooke,12th,92,89
Figueroa High School,District,1884411,2949,Joseph Smith,12th,63,77
Figueroa High School,District,1884411,2949,Patrick Serrano,10th,62,86
Figueroa High School,District,1884411,2949,Scott Kelley,11th,59,91
Figueroa High School,District,1884411,2949,Ms. Stephanie Rose,12th,67,82
Figueroa High School,District,1884411,2949,Brian Soto,9th,61,67
Figueroa High School,District,1884411,2949,Kathy Jones,12th,57,72
Figueroa High School,District,1884411,2949,Rodney Medina,9th,68,89
Figueroa High School,District,1884411,2949,Karen Humphrey,10th,55,98
Figueroa High School,District,1884411,2949,Tyler Wilson,12th,78,68
Figueroa High School,District,1884411,2949,Robert Moore,11th,84,78
Figueroa High School,District,1884411,2949,Robert Vega,10th,61,97
Figueroa High School,District,1884411,2949,Alison Ortiz,12th,69,81
Figueroa High School,District,1884411,2949,Mr. Richard Stephens,10th,90,86
Figueroa High School,District,1884411,2949,Lonnie Carr,9th,84,86
Figueroa High School,District,1884411,2949,Sherry Jackson,9th,98,89
Figueroa High School,District,1884411,2949,Kathryn Roberts,12th,66,88
Figueroa High School,District,1884411,2949,Cheryl Benson,12th,89,84
Figueroa High School,District,1884411,2949,Chelsea Joseph,9th,83,98
Figueroa High School,District,1884411,2949,Jessica Parks,10th,82,75
Figueroa High School,District,1884411,2949,Annette Campbell,11th,79,93
Figueroa High School,District,1884411,2949,Emily Lee,10th,97,90
Figueroa High School,District,1884411,2949,Shaun Cooper,9th,84,81
Figueroa High School,District,1884411,2949,Jessica Lawson,11th,97,66
Figueroa High School,District,1884411,2949,Steven Bailey,11th,64,97
Figueroa High School,District,1884411,2949,Jason Briggs,11th,57,82
Figueroa High School,District,1884411,2949,Rebecca Jimenez,11th,68,73
Figueroa High School,District,1884411,2949,Andrea Edwards,10th,61,78
Figueroa High School,District,1884411,2949,Leah Thompson,10th,88,69
Figueroa High School,District,1884411,2949,Bobby Gray,9th,89,64
Figueroa High School,District,1884411,2949,Nicole Lewis,11th,97,64
Figueroa High School,District,1884411,2949,Alexandria Johnson,12th,96,67
Figueroa High School,District,1884411,2949,Jose Roy,12th,80,98
Figueroa High School,District,1884411,2949,Miss Kimberly Joseph,10th,60,97
Figueroa High School,District,1884411,2949,Andre Sharp,11th,67,89
Figueroa High School,District,1884411,2949,Amanda Stanley,9th,72,66
Figueroa High School,District,1884411,2949,Luke White,10th,88,69
Figueroa High School,District,1884411,2949,David Wilson,10th,74,87
Figueroa High School,District,1884411,2949,Lisa Wilson,10th,99,82
Figueroa High School,District,1884411,2949,James Moore,9th,58,97
Figueroa High School,District,1884411,2949,Olivia Holmes,12th,66,97
Figueroa High School,District,1884411,2949,Gary Crawford,10th,68,67
Figueroa High School,District,1884411,2949,Joseph Hunt,9th,74,77
Figueroa High School,District,1884411,2949,Joshua Smith,10th,66,78
Figueroa High School,District,1884411,2949,Johnny Schroeder,11th,91,67
Figueroa High School,District,1884411,2949,Brittany Jennings,12th,70,93
Figueroa High School,District,1884411,2949,Ryan Molina,12th,66,82
Figueroa High School,District,1884411,2949,Caitlin Lee,9th,78,81
Figueroa High School,District,1884411,2949,Karen Saunders,12th,98,88
Figueroa High School,District,1884411,2949,Robert Brooks,12th,70,77
Figueroa High School,District,1884411,2949,Wendy Houston,9th,84,63
Figueroa High School,District,1884411,2949,Christopher Green,12th,77,64
Figueroa High School,District,1884411,2949,Abigail Haynes,11th,77,89
Figueroa High School,District,1884411,2949,Amy Lewis,9th,85,89
Figueroa High School,District,1884411,2949,Thomas Melton,12th,68,75
Figueroa High School,District,1884411,2949,Michelle Cardenas,9th,62,80
Figueroa High School,District,1884411,2949,Perry Hayes,11th,81,96
Figueroa High School,District,1884411,2949,Christopher Stanley,11th,69,79
Figueroa High School,District,1884411,2949,Taylor Young,12th,99,92
Figueroa High School,District,1884411,2949,Joy Fuentes,9th,92,81
Figueroa High School,District,1884411,2949,Theresa Rice,9th,94,72
Figueroa High School,District,1884411,2949,Bruce Thompson II,9th,60,99
Figueroa High School,District,1884411,2949,Timothy Smith,9th,69,77
Figueroa High School,District,1884411,2949,Brian Gibson,10th,57,75
Figueroa High School,District,1884411,2949,Breanna Sanders,12th,86,84
Figueroa High School,District,1884411,2949,Terry Boyd,12th,77,95
Figueroa High School,District,1884411,2949,Connie White,11th,82,75
Figueroa High School,District,1884411,2949,Connie Campos,10th,90,64
Figueroa High School,District,1884411,2949,Cameron Parker,12th,63,90
Figueroa High School,District,1884411,2949,Regina Olson,9th,79,98
Figueroa High School,District,1884411,2949,Vincent Baldwin,9th,65,80
Figueroa High School,District,1884411,2949,Tony Adams DDS,9th,77,96
Figueroa High School,District,1884411,2949,Angela Hicks,12th,86,84
Figueroa High School,District,1884411,2949,Mitchell Hansen,10th,96,68
Figueroa High School,District,1884411,2949,Kimberly Brennan,12th,82,64
Figueroa High School,District,1884411,2949,Angela Holmes,9th,99,95
Figueroa High School,District,1884411,2949,April Garza,11th,97,91
Figueroa High School,District,1884411,2949,Aaron Brandt,10th,66,89
Figueroa High School,District,1884411,2949,Christopher Braun,10th,94,79
Figueroa High School,District,1884411,2949,Casey Collier,11th,73,67
Figueroa High School,District,1884411,2949,Casey Rodriguez,10th,78,75
Figueroa High School,District,1884411,2949,Kimberly Lewis,11th,64,74
Figueroa High School,District,1884411,2949,Austin Brooks,11th,56,66
Figueroa High School,District,1884411,2949,Amber Baxter,11th,65,72
Figueroa High School,District,1884411,2949,Phillip King,10th,88,65
Figueroa High School,District,1884411,2949,Karen Pugh,11th,55,99
Figueroa High School,District,1884411,2949,Michael Jenkins,11th,94,64
Figueroa High School,District,1884411,2949,Patricia Patel,9th,86,93
Figueroa High School,District,1884411,2949,Randy Walsh,10th,88,99
Figueroa High School,District,1884411,2949,Douglas Frazier,11th,83,69
Figueroa High School,District,1884411,2949,Jennifer Riley,9th,92,77
Figueroa High School,District,1884411,2949,Adam Ferrell,11th,70,78
Figueroa High School,District,1884411,2949,Rachel Frederick,9th,89,97
Figueroa High School,District,1884411,2949,Charlotte Hubbard,12th,80,78
Figueroa High School,District,1884411,2949,Benjamin Mcpherson,12th,94,88
Figueroa High School,District,1884411,2949,Todd Morris,12th,83,67
Figueroa High School,District,1884411,2949,Dean Gray,11th,74,97
Figueroa High School,District,1884411,2949,Bradley Johnson,11th,97,67
Figueroa High School,District,1884411,2949,Cheyenne Bradley,12th,94,65
Figueroa High School,District,1884411,2949,Jesse Martinez,9th,56,81
Figueroa High School,District,1884411,2949,Sheila Campos,9th,73,70
Figueroa High School,District,1884411,2949,Stephanie Ramirez,9th,90,99
Figueroa High School,District,1884411,2949,Elizabeth Serrano,11th,67,73
Figueroa High School,District,1884411,2949,Vanessa Byrd,10th,75,67
Figueroa High School,District,1884411,2949,Heather Simpson,9th,83,94
Figueroa High School,District,1884411,2949,Mike Robinson,9th,74,82
Figueroa High School,District,1884411,2949,Joy Jennings,9th,56,63
Figueroa High School,District,1884411,2949,Stephanie Brewer,9th,78,64
Figueroa High School,District,1884411,2949,Dr. Annette Collins DDS,9th,84,74
Figueroa High School,District,1884411,2949,Suzanne Newman,10th,79,90
Figueroa High School,District,1884411,2949,Julia Cross,9th,82,88
Figueroa High School,District,1884411,2949,Jennifer George,10th,68,66
Figueroa High School,District,1884411,2949,John Walker,11th,68,96
Figueroa High School,District,1884411,2949,Ann Ramsey,9th,63,98
Figueroa High School,District,1884411,2949,Geoffrey Johnson,12th,80,84
Figueroa High School,District,1884411,2949,Christopher Anthony,11th,73,96
Figueroa High School,District,1884411,2949,Derek Tyler,12th,61,64
Figueroa High School,District,1884411,2949,Thomas Reed,9th,91,63
Figueroa High School,District,1884411,2949,Jessica Martin,9th,60,84
Figueroa High School,District,1884411,2949,Rachel Knight,11th,71,78
Figueroa High School,District,1884411,2949,Courtney Gonzalez,12th,91,75
Figueroa High School,District,1884411,2949,Susan Payne,10th,92,81
Figueroa High School,District,1884411,2949,April Sullivan,9th,92,81
Figueroa High School,District,1884411,2949,Jessica Mccann,11th,66,99
Figueroa High School,District,1884411,2949,Charles Walker,11th,64,98
Figueroa High School,District,1884411,2949,Tammy Burns,9th,83,91
Figueroa High School,District,1884411,2949,Ricky Harrison,10th,65,99
Shelton High School,Charter,1056600,1761,Jamie Montgomery,12th,91,70
Shelton High School,Charter,1056600,1761,Shannon Phillips,10th,71,84
Shelton High School,Charter,1056600,1761,Todd Barber,11th,99,95
Shelton High School,Charter,1056600,1761,Desiree King,12th,95,76
Shelton High School,Charter,1056600,1761,Melissa Roberts,10th,82,71
Shelton High School,Charter,1056600,1761,Earl Martinez,9th,86,77
Shelton High School,Charter,1056600,1761,Jose Willis,11th,86,92
Shelton High School,Charter,1056600,1761,Andrew Shea,9th,94,71
Shelton High School,Charter,1056600,1761,Catherine Price,12th,76,74
Shelton High School,Charter,1056600,1761,Matthew Fowler,9th,75,74
Shelton High School,Charter,1056600,1761,Keith Preston,12th,75,97
Shelton High School,Charter,1056600,1761,Mark Wilson,12th,96,84
Shelton High School,Charter,1056600,1761,Jessica Herrera,9th,77,93
Shelton High School,Charter,1056600,1761,Blake Salinas,9th,77,85
Shelton High School,Charter,1056600,1761,Brittany Gutierrez,11th,81,77
Shelton High School,Charter,1056600,1761,Tami Wagner,10th,76,75
Shelton High School,Charter,1056600,1761,Steven James,12th,80,69
Shelton High School,Charter,1056600,1761,Ian Alvarez,11th,82,91
Shelton High School,Charter,1056600,1761,Carlos Brown,9th,94,99
Shelton High School,Charter,1056600,1761,Mary Murray,9th,78,73
Shelton High School,Charter,1056600,1761,Karen Mack,11th,83,98
Shelton High School,Charter,1056600,1761,Curtis Berry,11th,77,72
Shelton High School,Charter,1056600,1761,Jennifer Harvey,12th,81,91
Shelton High School,Charter,1056600,1761,Angelica Phillips,9th,90,85
Shelton High School,Charter,1056600,1761,Amy Miller,12th,82,82
Shelton High School,Charter,1056600,1761,Bryan Padilla,11th,96,85
Shelton High School,Charter,1056600,1761,Lee Alexander,10th,89,75
Shelton High School,Charter,1056600,1761,Dylan Chapman,11th,93,69
Shelton High School,Charter,1056600,1761,Robert Goodwin,9th,94,99
Shelton High School,Charter,1056600,1761,John Vasquez,11th,77,98
Shelton High School,Charter,1056600,1761,George Bowers,9th,98,97
Shelton High School,Charter,1056600,1761,Shannon Larsen,10th,86,99
Shelton High School,Charter,1056600,1761,Cynthia Turner,10th,81,85
Shelton High School,Charter,1056600,1761,Mr. Chad Hendricks,11th,71,77
Shelton High School,Charter,1056600,1761,Trevor Sanders,10th,84,83
Shelton High School,Charter,1056600,1761,Yolanda Velasquez,9th,71,97
Shelton High School,Charter,1056600,1761,Taylor King,12th,80,71
Shelton High School,Charter,1056600,1761,Kenneth Murray,12th,89,74
Shelton High School,Charter,1056600,1761,Deborah Weber,11th,99,90
Shelton High School,Charter,1056600,1761,Cindy Ward,9th,94,81
Shelton High School,Charter,1056600,1761,Andrew Melton,11th,88,98
Shelton High School,Charter,1056600,1761,Jodi Mcpherson,9th,85,81
Shelton High School,Charter,1056600,1761,Samantha Johnson,11th,76,97
Shelton High School,Charter,1056600,1761,Timothy Trevino,10th,87,85
Shelton High School,Charter,1056600,1761,James Kelly,11th,80,92
Shelton High School,Charter,1056600,1761,Marvin Nichols,12th,92,74
Shelton High School,Charter,1056600,1761,Brenda Caldwell,9th,78,91
Shelton High School,Charter,1056600,1761,Dustin Wiggins,12th,69,95
Shelton High School,Charter,1056600,1761,Rebecca Morton,9th,82,84
Shelton High School,Charter,1056600,1761,Carla Brown,10th,95,98
Shelton High School,Charter,1056600,1761,Darlene Williams,10th,90,78
Shelton High School,Charter,1056600,1761,Karen Turner,9th,92,88
Shelton High School,Charter,1056600,1761,April Mccoy,11th,98,89
Shelton High School,Charter,1056600,1761,Tyler Lee,12th,77,82
Shelton High School,Charter,1056600,1761,Laura Moore,12th,80,73
Shelton High School,Charter,1056600,1761,Charles Collins,12th,74,80
Shelton High School,Charter,1056600,1761,Thomas Beard,9th,98,99
Shelton High School,Charter,1056600,1761,Stephen Horton,9th,84,72
Shelton High School,Charter,1056600,1761,Jonathan Watts,9th,80,96
Shelton High School,Charter,1056600,1761,Keith Hayes,12th,84,94
Shelton High School,Charter,1056600,1761,Theresa Blair,10th,96,91
Shelton High School,Charter,1056600,1761,David Martinez,12th,85,70
